seed,file,name_presence,location_presence,rating_presence,price_presence,duration_presence,all5_presence
42,tourist_html/tourradar-1296.html,100,0,100,100,100,0
42,tourist_html/viator-1183.html,100,100,100,100,100,100
42,tourist_html/klook-1630.html,100,100,0,100,0,0
42,tourist_html/getyourguide-0489.html,100,100,100,100,0,0
42,tourist_html/tourradar-1139.html,100,0,100,100,100,0
42,tourist_html/traveloka-0969.html,100,100,100,100,100,100
42,tourist_html/klook-0670.html,100,100,100,100,100,100
42,tourist_html/tourradar-1047.html,100,0,100,100,100,0
42,tourist_html/traveloka-0392.html,100,100,100,100,100,100
42,tourist_html/tourradar-0466.html,100,0,100,100,100,0
42,tourist_html/traveloka-0738.html,100,100,100,100,100,100
42,tourist_html/klook-1996.html,100,100,100,100,100,100
42,tourist_html/klook-2027.html,100,100,100,100,0,0
42,tourist_html/getyourguide-1975.html,100,100,100,100,100,100
42,tourist_html/getyourguide-1263.html,100,100,100,100,100,100
42,tourist_html/traveloka-1968.html,100,100,100,100,100,100
42,tourist_html/viator-1932.html,100,100,100,100,100,100
42,tourist_html/getyourguide-1042.html,100,100,100,100,100,100
42,tourist_html/klook-0984.html,100,100,0,100,100,0
42,tourist_html/getyourguide-0934.html,100,100,100,100,100,100
42,tourist_html/viator-1218.html,100,100,100,100,100,100
42,tourist_html/klook-0427.html,100,0,100,100,100,0
42,tourist_html/viator-0244.html,100,100,100,100,100,100
42,tourist_html/viator-1064.html,100,100,100,100,100,100
42,tourist_html/tourradar-1470.html,100,100,100,100,100,100
42,tourist_html/traveloka-0402.html,100,100,100,100,100,100
42,tourist_html/traveloka-0271.html,100,100,100,100,100,100
42,tourist_html/tourradar-1886.html,100,0,100,100,100,0
42,tourist_html/klook-0592.html,100,100,100,100,100,100
42,tourist_html/viator-1950.html,100,100,100,100,100,100
42,tourist_html/viator-0738.html,100,100,100,100,100,100
42,tourist_html/klook-1058.html,100,100,100,100,0,0
42,tourist_html/klook-0154.html,100,100,100,100,100,100
42,tourist_html/tourradar-0599.html,100,0,100,100,100,0
42,tourist_html/klook-0700.html,100,100,100,100,100,100
42,tourist_html/tourradar-0292.html,100,0,100,100,100,0
42,tourist_html/viator-1154.html,100,100,100,100,100,100
42,tourist_html/traveloka-1317.html,100,100,100,100,100,100
42,tourist_html/traveloka-1412.html,100,100,100,100,0,0
42,tourist_html/getyourguide-0114.html,100,100,100,100,100,100
42,tourist_html/viator-1938.html,100,100,100,100,100,100
42,tourist_html/traveloka-0639.html,100,100,100,100,100,100
42,tourist_html/klook-1038.html,100,100,0,100,100,0
42,tourist_html/getyourguide-0371.html,100,100,100,100,100,100
42,tourist_html/traveloka-0373.html,100,100,100,100,100,100
42,tourist_html/viator-1852.html,100,100,100,100,100,100
42,tourist_html/getyourguide-0497.html,100,100,100,100,100,100
42,tourist_html/klook-0203.html,100,100,0,100,100,0
42,tourist_html/klook-1583.html,100,0,100,100,0,0
42,tourist_html/traveloka-1373.html,100,100,100,100,0,0
42,tourist_html/traveloka-0743.html,100,100,100,100,100,100
42,tourist_html/viator-1196.html,100,100,100,100,100,100
42,tourist_html/klook-1287.html,100,100,100,100,0,0
42,tourist_html/traveloka-1626.html,100,100,100,100,0,0
42,tourist_html/getyourguide-0709.html,100,100,100,100,100,100
42,tourist_html/viator-1455.html,100,100,100,100,100,100
42,tourist_html/tourradar-1617.html,100,0,100,100,100,0
42,tourist_html/klook-1277.html,100,100,100,100,100,100
42,tourist_html/traveloka-0055.html,100,100,100,100,100,100
42,tourist_html/klook-1596.html,100,0,0,100,100,0
42,tourist_html/tourradar-1636.html,100,0,100,100,100,0
