seed,file,name_presence,location_presence,rating_presence,price_presence,duration_presence,all5_presence
44,tourist_html/tourradar-0612.html,100,0,100,100,100,0
44,tourist_html/viator-1309.html,100,100,100,100,100,100
44,tourist_html/klook-1423.html,100,100,100,100,0,0
44,tourist_html/getyourguide-1744.html,100,100,100,100,100,100
44,tourist_html/viator-1207.html,100,100,100,100,100,100
44,tourist_html/tourradar-0267.html,100,0,100,100,100,0
44,tourist_html/klook-1035.html,100,100,0,100,100,0
44,tourist_html/klook-0787.html,100,100,100,100,100,100
44,tourist_html/klook-0664.html,100,0,100,100,100,0
44,tourist_html/viator-1766.html,100,100,100,100,100,100
44,tourist_html/tourradar-0479.html,100,0,100,100,100,0
44,tourist_html/traveloka-0511.html,100,100,100,100,100,100
44,tourist_html/tourradar-1435.html,100,0,100,100,100,0
44,tourist_html/viator-1295.html,100,100,100,100,100,100
44,tourist_html/tourradar-0208.html,100,0,100,100,100,0
44,tourist_html/viator-0505.html,100,100,100,100,100,100
44,tourist_html/traveloka-0804.html,100,100,100,100,100,100
44,tourist_html/tourradar-0388.html,100,0,100,100,100,0
44,tourist_html/traveloka-0908.html,100,100,100,100,100,100
44,tourist_html/tourradar-1261.html,100,0,100,100,100,0
44,tourist_html/tourradar-0223.html,100,0,100,100,100,0
44,tourist_html/getyourguide-1874.html,100,100,100,100,0,0
44,tourist_html/traveloka-1905.html,100,100,100,100,100,100
44,tourist_html/viator-0300.html,100,100,100,100,100,100
44,tourist_html/viator-1381.html,100,100,100,100,100,100
44,tourist_html/tourradar-0070.html,100,0,100,100,100,0
44,tourist_html/klook-0691.html,100,100,100,100,100,100
44,tourist_html/viator-1393.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1116.html,100,100,100,100,0,0
44,tourist_html/getyourguide-1844.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0635.html,100,100,100,100,100,100
44,tourist_html/klook-0094.html,100,100,100,100,100,100
44,tourist_html/viator-1144.html,100,100,100,100,100,100
44,tourist_html/traveloka-1427.html,100,100,100,100,100,100
44,tourist_html/traveloka-1803.html,100,100,100,100,0,0
44,tourist_html/traveloka-1378.html,100,100,100,100,100,100
44,tourist_html/klook-1990.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0510.html,100,100,100,100,0,0
44,tourist_html/traveloka-1706.html,100,100,100,100,100,100
44,tourist_html/klook-0804.html,100,100,100,100,100,100
44,tourist_html/viator-0684.html,100,100,100,100,100,100
44,tourist_html/traveloka-0813.html,100,100,100,100,100,100
44,tourist_html/viator-1715.html,100,100,100,100,100,100
44,tourist_html/viator-1307.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0531.html,100,100,100,100,100,100
44,tourist_html/viator-1645.html,100,100,100,100,100,100
44,tourist_html/traveloka-1015.html,100,100,100,100,100,100
44,tourist_html/viator-0391.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1426.html,100,100,100,100,100,100
44,tourist_html/viator-0421.html,100,100,100,100,100,100
44,tourist_html/tourradar-0485.html,100,0,100,100,100,0
44,tourist_html/getyourguide-0499.html,100,100,100,100,100,100
44,tourist_html/klook-0375.html,100,100,100,100,100,100
44,tourist_html/viator-0920.html,100,100,100,100,100,100
44,tourist_html/traveloka-0535.html,100,100,100,100,0,0
44,tourist_html/viator-1211.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0100.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0750.html,100,100,100,100,100,100
44,tourist_html/klook-1377.html,100,100,0,100,100,0
44,tourist_html/getyourguide-0183.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1902.html,100,100,100,100,0,0
44,tourist_html/traveloka-1259.html,100,100,100,100,0,0
44,tourist_html/viator-0579.html,100,100,100,100,100,100
44,tourist_html/viator-0674.html,100,100,100,100,100,100
44,tourist_html/traveloka-0654.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1771.html,100,100,100,100,100,100
44,tourist_html/tourradar-0365.html,100,100,100,100,100,100
44,tourist_html/viator-1017.html,100,100,100,100,100,100
44,tourist_html/klook-0817.html,100,100,100,100,100,100
44,tourist_html/tourradar-1286.html,100,0,100,100,100,0
44,tourist_html/traveloka-1530.html,100,100,100,100,100,100
44,tourist_html/klook-0048.html,100,100,100,100,100,100
44,tourist_html/klook-0290.html,100,100,100,100,100,100
44,tourist_html/viator-0816.html,100,100,100,100,100,100
44,tourist_html/klook-0231.html,100,100,0,100,100,0
44,tourist_html/klook-0603.html,100,100,100,100,0,0
44,tourist_html/getyourguide-0907.html,100,100,100,100,100,100
44,tourist_html/tourradar-0298.html,100,0,100,100,100,0
44,tourist_html/getyourguide-1267.html,100,100,100,100,100,100
44,tourist_html/traveloka-1595.html,100,100,100,100,100,100
44,tourist_html/klook-0847.html,100,100,100,100,0,0
44,tourist_html/traveloka-0287.html,100,100,100,100,100,100
44,tourist_html/traveloka-0866.html,100,100,100,100,100,100
44,tourist_html/klook-0299.html,100,100,100,100,100,100
44,tourist_html/klook-1631.html,100,100,0,100,100,0
44,tourist_html/getyourguide-1075.html,100,100,100,100,100,100
44,tourist_html/traveloka-1555.html,100,100,100,100,100,100
44,tourist_html/traveloka-0151.html,100,100,100,100,100,100
44,tourist_html/traveloka-1787.html,100,100,100,100,100,100
44,tourist_html/tourradar-0973.html,100,0,100,100,100,0
44,tourist_html/traveloka-0306.html,100,100,100,100,100,100
44,tourist_html/klook-1243.html,100,100,100,100,0,0
44,tourist_html/viator-0224.html,100,100,100,100,100,100
44,tourist_html/klook-1276.html,100,100,100,100,0,0
44,tourist_html/tourradar-0347.html,100,0,100,100,100,0
44,tourist_html/getyourguide-0607.html,100,100,100,100,0,0
44,tourist_html/tourradar-0030.html,100,0,100,100,100,0
44,tourist_html/getyourguide-0050.html,100,100,100,100,100,100
44,tourist_html/traveloka-1939.html,100,100,100,100,0,0
44,tourist_html/klook-0928.html,100,0,100,100,0,0
44,tourist_html/traveloka-1210.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1708.html,100,100,100,100,100,100
44,tourist_html/tourradar-1588.html,100,0,100,100,100,0
44,tourist_html/klook-0175.html,100,100,100,100,0,0
44,tourist_html/tourradar-1243.html,100,0,100,100,100,0
44,tourist_html/klook-1642.html,100,100,100,100,0,0
44,tourist_html/tourradar-0478.html,100,0,100,100,100,0
44,tourist_html/tourradar-0258.html,100,0,100,100,100,0
44,tourist_html/viator-0486.html,100,100,100,100,100,100
44,tourist_html/klook-0078.html,100,100,100,100,100,100
44,tourist_html/viator-1136.html,100,100,100,100,100,100
44,tourist_html/traveloka-1471.html,100,100,100,100,100,100
44,tourist_html/traveloka-0918.html,100,100,100,100,100,100
44,tourist_html/tourradar-0053.html,100,0,100,100,100,0
44,tourist_html/viator-0054.html,100,100,100,100,100,100
44,tourist_html/klook-1603.html,100,100,100,100,0,0
44,tourist_html/getyourguide-1807.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1714.html,100,100,100,100,100,100
44,tourist_html/traveloka-1109.html,100,100,100,100,0,0
44,tourist_html/traveloka-1557.html,100,100,100,100,100,100
44,tourist_html/getyourguide-1013.html,100,100,100,100,100,100
44,tourist_html/traveloka-1924.html,100,100,100,100,100,100
44,tourist_html/traveloka-0894.html,100,100,100,100,100,100
44,tourist_html/klook-0682.html,100,100,100,100,100,100
44,tourist_html/tourradar-0456.html,100,0,100,100,100,0
44,tourist_html/tourradar-1946.html,100,0,100,100,100,0
44,tourist_html/getyourguide-0392.html,100,100,100,100,100,100
44,tourist_html/traveloka-0851.html,100,100,100,100,100,100
44,tourist_html/tourradar-0657.html,100,0,100,100,100,0
44,tourist_html/viator-1431.html,100,100,100,100,100,100
44,tourist_html/viator-1511.html,100,100,100,100,100,100
44,tourist_html/tourradar-0772.html,100,0,100,100,100,0
44,tourist_html/getyourguide-1968.html,100,100,100,100,100,100
44,tourist_html/viator-0117.html,100,100,100,100,100,100
44,tourist_html/klook-1398.html,100,100,100,100,0,0
44,tourist_html/klook-1464.html,100,100,0,100,100,0
44,tourist_html/traveloka-0216.html,100,100,100,100,100,100
44,tourist_html/traveloka-0253.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0140.html,100,100,100,100,100,100
44,tourist_html/klook-1317.html,100,100,100,100,100,100
44,tourist_html/traveloka-1692.html,100,100,100,100,0,0
44,tourist_html/tourradar-1627.html,100,0,100,100,100,0
44,tourist_html/viator-0931.html,100,100,100,100,100,100
44,tourist_html/traveloka-0156.html,100,100,100,100,100,100
44,tourist_html/getyourguide-0442.html,100,100,100,100,100,100
44,tourist_html/tourradar-1921.html,100,0,100,100,100,0
44,tourist_html/tourradar-1192.html,100,0,100,100,100,0
44,tourist_html/getyourguide-1608.html,100,100,100,100,100,100
44,tourist_html/tourradar-1638.html,100,0,100,100,100,0
44,tourist_html/viator-0178.html,100,100,100,100,100,100
44,tourist_html/tourradar-0779.html,100,0,100,100,100,0
44,tourist_html/klook-1783.html,100,100,0,100,100,0
44,tourist_html/klook-0176.html,100,100,100,100,0,0
44,tourist_html/viator-1503.html,100,100,100,100,100,100
44,tourist_html/tourradar-0853.html,100,0,100,100,100,0
44,tourist_html/traveloka-0534.html,100,100,100,100,100,100
44,tourist_html/traveloka-1235.html,100,100,100,100,100,100
44,tourist_html/klook-0371.html,100,0,100,100,100,0
44,tourist_html/traveloka-0171.html,100,100,100,100,100,100
44,tourist_html/viator-0379.html,100,100,100,100,100,100
44,tourist_html/tourradar-0021.html,100,0,100,100,100,0
44,tourist_html/viator-0779.html,100,100,100,100,100,100
44,tourist_html/klook-0080.html,100,100,100,100,100,100
44,tourist_html/tourradar-0787.html,100,0,100,100,100,0
44,tourist_html/getyourguide-1516.html,100,100,100,100,100,100
44,tourist_html/klook-1226.html,100,100,0,100,100,0
44,tourist_html/traveloka-1078.html,100,100,100,100,0,0
44,tourist_html/getyourguide-1369.html,100,100,100,100,100,100
44,tourist_html/tourradar-0974.html,100,0,100,100,100,0
44,tourist_html/viator-1976.html,100,100,100,100,100,100
44,tourist_html/klook-0678.html,100,0,100,100,100,0
44,tourist_html/tourradar-0103.html,100,0,100,100,100,0
44,tourist_html/klook-2007.html,100,100,100,100,100,100
44,tourist_html/tourradar-1544.html,100,0,100,100,100,0
44,tourist_html/tourradar-1305.html,100,0,100,100,100,0
44,tourist_html/traveloka-1453.html,100,100,100,100,100,100
44,tourist_html/tourradar-1030.html,100,0,100,100,100,0
44,tourist_html/getyourguide-0318.html,100,100,100,100,0,0
44,tourist_html/viator-1674.html,100,100,100,100,100,100
