seed,file,name_presence,price_presence,material_presence,color_presence,size_presence,all5_presence
42,fashion_html/farfetch-0098.html,100,100,100,100,100,100
42,fashion_html/flannels-0531.html,100,100,100,100,100,100
42,fashion_html/zara-0921.html,100,100,100,100,0,0
42,fashion_html/hm-0811.html,100,100,100,100,100,100
42,fashion_html/zara-1011.html,100,100,100,100,0,0
42,fashion_html/zara-0763.html,100,100,100,100,0,0
42,fashion_html/24s-1139.html,100,100,100,100,100,100
42,fashion_html/24s-2060.html,100,100,100,100,100,100
42,fashion_html/flannels-0072.html,100,100,0,100,100,0
42,fashion_html/farfetch-0371.html,100,100,100,100,100,100
42,fashion_html/24s-0228.html,100,100,100,100,100,100
42,fashion_html/farfetch-0137.html,100,100,100,100,100,100
42,fashion_html/flannels-1410.html,100,100,100,100,100,100
42,fashion_html/24s-1166.html,100,100,100,100,100,100
42,fashion_html/hm-0798.html,100,100,100,100,100,100
42,fashion_html/24s-1653.html,100,100,100,100,100,100
42,fashion_html/hm-1022.html,100,100,0,100,0,0
42,fashion_html/24s-1370.html,100,100,100,100,100,100
42,fashion_html/24s-0091.html,100,100,0,100,100,0
42,fashion_html/flannels-0351.html,100,100,100,100,100,100
42,fashion_html/zara-0713.html,100,100,100,100,0,0
42,fashion_html/hm-1734.html,100,100,100,100,0,0
42,fashion_html/zara-1647.html,100,100,100,100,100,100
42,fashion_html/zara-0905.html,100,100,100,100,100,100
42,fashion_html/zara-2036.html,100,100,100,100,0,0
42,fashion_html/24s-0912.html,100,100,100,100,100,100
42,fashion_html/hm-0340.html,100,0,100,100,100,0
42,fashion_html/24s-0745.html,100,100,100,100,100,100
42,fashion_html/zara-2060.html,100,100,100,100,0,0
42,fashion_html/flannels-1538.html,100,100,0,100,100,0
42,fashion_html/24s-2270.html,100,100,100,100,100,100
42,fashion_html/24s-1986.html,100,100,100,100,100,100
42,fashion_html/flannels-2158.html,100,100,0,100,100,0
42,fashion_html/24s-0404.html,100,100,100,100,100,100
42,fashion_html/flannels-0650.html,100,100,0,100,100,0
42,fashion_html/farfetch-1556.html,100,100,100,100,100,100
42,fashion_html/24s-1659.html,100,100,100,100,100,100
42,fashion_html/hm-1031.html,100,100,0,100,0,0
42,fashion_html/flannels-1881.html,100,100,100,100,100,100
42,fashion_html/flannels-1567.html,100,100,0,100,100,0
42,fashion_html/farfetch-1039.html,100,100,100,100,100,100
42,fashion_html/hm-1553.html,100,100,100,100,100,100
42,fashion_html/hm-1051.html,100,100,0,100,0,0
42,fashion_html/flannels-0599.html,100,100,0,100,100,0
42,fashion_html/24s-1533.html,100,100,100,100,0,0
42,fashion_html/hm-1572.html,100,100,100,100,100,100
42,fashion_html/hm-1949.html,100,100,0,100,0,0
42,fashion_html/zara-1546.html,100,100,100,100,100,100
42,fashion_html/hm-1737.html,100,100,100,100,0,0
42,fashion_html/24s-1338.html,100,100,100,100,100,100
42,fashion_html/farfetch-1515.html,100,100,100,100,100,100
42,fashion_html/hm-0824.html,100,100,100,100,100,100
42,fashion_html/hm-0793.html,100,0,100,100,100,0
42,fashion_html/flannels-2208.html,100,100,0,100,100,0
42,fashion_html/flannels-0398.html,100,100,0,100,100,0
42,fashion_html/24s-1575.html,100,100,100,100,100,100
42,fashion_html/flannels-0616.html,100,100,0,100,100,0
42,fashion_html/flannels-0571.html,100,100,0,100,100,0
42,fashion_html/farfetch-0758.html,100,100,100,100,100,100
42,fashion_html/24s-0026.html,100,100,100,100,100,100
42,fashion_html/farfetch-1930.html,100,100,100,100,100,100
42,fashion_html/flannels-0475.html,100,100,0,100,100,0
42,fashion_html/24s-2239.html,100,100,100,100,100,100
42,fashion_html/zara-0550.html,100,100,100,100,0,0
42,fashion_html/hm-0770.html,100,100,100,100,100,100
42,fashion_html/flannels-0295.html,100,100,100,100,100,100
42,fashion_html/farfetch-0610.html,100,100,100,100,100,100
42,fashion_html/hm-1237.html,100,100,0,100,0,0
42,fashion_html/flannels-1785.html,100,100,0,100,100,0
42,fashion_html/hm-0016.html,100,100,100,100,100,100
42,fashion_html/24s-0830.html,100,100,100,100,100,100
42,fashion_html/24s-1616.html,100,100,100,100,100,100
42,fashion_html/hm-0212.html,100,100,100,100,100,100
42,fashion_html/flannels-1542.html,100,100,100,100,100,100
42,fashion_html/zara-0270.html,100,100,100,100,100,100
42,fashion_html/hm-0762.html,100,100,100,100,0,0
42,fashion_html/hm-1923.html,100,100,100,100,0,0
42,fashion_html/hm-0301.html,100,0,100,100,0,0
42,fashion_html/flannels-1222.html,100,100,100,100,100,100
42,fashion_html/24s-1111.html,100,100,100,100,100,100
42,fashion_html/hm-0176.html,100,100,100,100,100,100
42,fashion_html/zara-1987.html,100,100,100,100,0,0
42,fashion_html/zara-1707.html,100,100,100,100,100,100
42,fashion_html/hm-1768.html,100,100,100,100,0,0
42,fashion_html/24s-0502.html,100,100,100,100,100,100
42,fashion_html/24s-1053.html,100,100,100,100,100,100
42,fashion_html/24s-1624.html,100,100,100,100,100,100
42,fashion_html/farfetch-1706.html,100,100,100,100,100,100
42,fashion_html/hm-1312.html,100,100,100,100,0,0
42,fashion_html/flannels-0535.html,100,100,100,100,100,100
42,fashion_html/hm-0388.html,100,100,100,100,0,0
42,fashion_html/hm-1896.html,100,0,100,100,0,0
42,fashion_html/24s-1392.html,100,100,100,100,100,100
42,fashion_html/flannels-0409.html,100,100,0,100,100,0
42,fashion_html/24s-0246.html,100,100,100,100,100,100
42,fashion_html/flannels-0758.html,100,100,0,100,100,0
42,fashion_html/24s-1867.html,100,100,100,100,100,100
42,fashion_html/farfetch-1657.html,100,100,100,100,100,100
42,fashion_html/24s-0482.html,100,100,100,100,100,100
42,fashion_html/hm-1814.html,100,100,100,100,0,0
42,fashion_html/flannels-1351.html,100,100,100,100,100,100
42,fashion_html/flannels-0717.html,100,100,0,100,100,0
42,fashion_html/farfetch-0444.html,100,100,100,100,100,100
42,fashion_html/flannels-1138.html,100,100,0,100,100,0
42,fashion_html/hm-1834.html,100,100,100,100,0,0
42,fashion_html/24s-0251.html,100,100,100,100,100,100
42,fashion_html/24s-0544.html,100,100,100,100,100,100
42,fashion_html/zara-1515.html,100,100,100,100,100,100
42,fashion_html/farfetch-0784.html,100,100,100,100,100,100
42,fashion_html/zara-0698.html,100,100,100,100,100,100
42,fashion_html/24s-1608.html,100,100,100,100,100,100
42,fashion_html/flannels-0031.html,100,100,100,100,100,100
42,fashion_html/hm-1017.html,100,100,0,100,0,0
42,fashion_html/zara-0468.html,100,100,100,100,0,0
42,fashion_html/farfetch-1489.html,100,100,100,100,100,100
42,fashion_html/farfetch-1931.html,100,100,100,100,0,0
42,fashion_html/24s-0100.html,100,100,0,100,100,0
42,fashion_html/24s-0233.html,100,100,100,100,100,100
42,fashion_html/zara-1716.html,100,100,100,100,100,100
42,fashion_html/zara-1628.html,100,100,100,100,100,100
42,fashion_html/24s-1794.html,100,100,100,100,100,100
42,fashion_html/hm-0651.html,100,100,100,100,0,0
42,fashion_html/farfetch-0086.html,100,100,100,100,100,100
42,fashion_html/farfetch-1577.html,100,100,100,100,100,100
42,fashion_html/24s-0226.html,100,100,100,100,100,100
42,fashion_html/hm-0685.html,100,100,100,100,0,0
42,fashion_html/hm-0323.html,100,0,100,100,100,0
42,fashion_html/zara-0217.html,100,100,100,100,100,100
42,fashion_html/24s-2070.html,100,100,100,100,100,100
42,fashion_html/farfetch-1806.html,100,100,100,100,0,0
42,fashion_html/hm-1233.html,100,100,100,100,0,0
42,fashion_html/24s-0776.html,100,100,100,100,100,100
42,fashion_html/zara-0448.html,100,100,100,100,0,0
42,fashion_html/zara-1822.html,100,100,100,100,0,0
42,fashion_html/flannels-1366.html,100,100,0,100,100,0
42,fashion_html/farfetch-1188.html,100,100,100,100,100,100
42,fashion_html/hm-1232.html,100,100,0,100,0,0
42,fashion_html/farfetch-1332.html,100,100,100,100,100,100
42,fashion_html/hm-0599.html,100,100,100,100,0,0
42,fashion_html/flannels-1013.html,100,100,100,100,100,100
42,fashion_html/farfetch-2123.html,100,100,100,100,100,100
42,fashion_html/hm-0466.html,100,100,100,100,0,0
42,fashion_html/zara-1552.html,100,100,100,100,100,100
42,fashion_html/zara-0205.html,100,100,100,100,0,0
42,fashion_html/24s-0016.html,100,100,0,100,0,0
42,fashion_html/24s-1130.html,100,100,100,100,100,100
42,fashion_html/hm-1508.html,100,100,100,100,100,100
42,fashion_html/flannels-0411.html,100,100,100,100,100,100
42,fashion_html/farfetch-1451.html,100,100,100,100,0,0
42,fashion_html/farfetch-0400.html,100,100,100,100,100,100
42,fashion_html/zara-1885.html,100,100,100,100,100,100
42,fashion_html/hm-0950.html,100,100,100,100,100,100
42,fashion_html/24s-2186.html,100,100,100,100,100,100
42,fashion_html/24s-1955.html,100,100,100,100,100,100
42,fashion_html/hm-0663.html,100,100,100,100,0,0
42,fashion_html/hm-0371.html,100,0,100,100,100,0
42,fashion_html/farfetch-1834.html,100,100,100,100,100,100
42,fashion_html/flannels-0993.html,100,100,0,100,100,0
42,fashion_html/24s-1527.html,100,100,100,100,100,100
42,fashion_html/farfetch-1285.html,100,100,100,100,100,100
42,fashion_html/flannels-1265.html,100,100,0,100,100,0
42,fashion_html/hm-0666.html,100,100,100,100,0,0
42,fashion_html/24s-0829.html,100,100,100,100,100,100
42,fashion_html/hm-1127.html,100,0,0,100,0,0
42,fashion_html/zara-0139.html,100,100,100,100,100,100
42,fashion_html/hm-2015.html,100,100,0,100,0,0
42,fashion_html/24s-0774.html,100,100,100,100,100,100
42,fashion_html/hm-1781.html,100,100,100,100,0,0
42,fashion_html/farfetch-0237.html,100,100,100,100,100,100
42,fashion_html/flannels-1508.html,100,100,0,100,100,0
42,fashion_html/hm-1452.html,100,100,100,100,100,100
42,fashion_html/farfetch-1553.html,100,100,100,100,100,100
42,fashion_html/zara-1872.html,100,100,100,100,100,100
42,fashion_html/24s-0439.html,100,100,100,100,100,100
42,fashion_html/zara-0991.html,100,100,100,100,100,100
42,fashion_html/24s-0266.html,100,100,100,100,100,100
42,fashion_html/flannels-1597.html,100,100,100,100,100,100
42,fashion_html/zara-1800.html,100,100,100,100,100,100
42,fashion_html/hm-1409.html,100,0,100,100,100,0
42,fashion_html/24s-1451.html,100,100,100,100,100,100
42,fashion_html/24s-1461.html,100,100,100,100,100,100
42,fashion_html/flannels-0502.html,100,100,100,100,100,100
42,fashion_html/zara-1892.html,100,100,100,100,100,100
42,fashion_html/24s-1696.html,100,100,100,100,100,100
42,fashion_html/24s-1270.html,100,100,100,100,100,100
42,fashion_html/flannels-1863.html,100,100,0,100,100,0
42,fashion_html/24s-0670.html,100,100,100,100,100,100
42,fashion_html/zara-1567.html,100,100,100,100,100,100
42,fashion_html/hm-0674.html,100,100,100,100,0,0
42,fashion_html/farfetch-0048.html,100,100,100,100,100,100
42,fashion_html/24s-2172.html,100,100,100,100,100,100
42,fashion_html/flannels-0685.html,100,100,100,100,100,100
42,fashion_html/hm-1300.html,100,100,0,100,0,0
42,fashion_html/flannels-1943.html,100,100,100,100,100,100
42,fashion_html/flannels-2122.html,100,100,100,100,100,100
42,fashion_html/farfetch-0599.html,100,100,100,100,100,100
42,fashion_html/farfetch-1684.html,100,100,100,100,100,100
42,fashion_html/farfetch-0277.html,100,100,100,100,100,100
42,fashion_html/farfetch-0183.html,100,100,100,100,100,100
42,fashion_html/zara-1989.html,100,100,100,100,0,0
42,fashion_html/flannels-1526.html,100,100,100,100,100,100
42,fashion_html/24s-0283.html,100,100,100,100,100,100
42,fashion_html/24s-1809.html,100,100,100,100,100,100
42,fashion_html/flannels-0384.html,100,100,100,100,100,100
42,fashion_html/hm-1247.html,100,0,0,100,0,0
42,fashion_html/flannels-0075.html,100,100,0,100,100,0
42,fashion_html/hm-1033.html,100,100,0,100,0,0
42,fashion_html/farfetch-2069.html,100,100,100,100,100,100
42,fashion_html/farfetch-0087.html,100,100,100,100,100,100
42,fashion_html/flannels-0252.html,100,100,100,100,100,100
42,fashion_html/farfetch-0304.html,100,100,100,100,100,100
42,fashion_html/24s-1224.html,100,100,100,100,100,100
42,fashion_html/farfetch-2152.html,100,100,100,100,0,0
42,fashion_html/24s-0137.html,100,100,100,100,100,100
42,fashion_html/zara-0300.html,100,100,100,100,0,0
42,fashion_html/hm-1924.html,100,100,0,100,0,0
42,fashion_html/zara-1926.html,100,100,100,100,100,100
42,fashion_html/hm-1743.html,100,100,100,100,0,0
42,fashion_html/farfetch-0189.html,100,100,100,100,100,100
42,fashion_html/farfetch-0270.html,100,100,100,100,100,100
42,fashion_html/farfetch-1083.html,100,100,100,100,100,100
42,fashion_html/hm-1707.html,100,100,100,100,100,100
42,fashion_html/flannels-1637.html,100,100,0,100,100,0
42,fashion_html/zara-1771.html,100,100,100,100,0,0
42,fashion_html/hm-1342.html,100,100,100,100,0,0
42,fashion_html/flannels-1833.html,100,100,100,100,100,100
42,fashion_html/24s-0143.html,100,100,100,100,100,100
42,fashion_html/hm-0291.html,100,100,100,100,100,100
42,fashion_html/farfetch-0348.html,100,100,100,100,100,100
42,fashion_html/farfetch-0069.html,100,100,100,0,100,0
42,fashion_html/zara-0528.html,100,100,100,100,0,0
42,fashion_html/24s-1185.html,100,100,100,100,100,100
42,fashion_html/24s-2149.html,100,100,100,100,100,100
42,fashion_html/zara-0230.html,100,100,100,100,0,0
42,fashion_html/zara-0649.html,100,100,100,100,0,0
42,fashion_html/flannels-0448.html,100,100,0,100,100,0
42,fashion_html/24s-1820.html,100,100,100,100,100,100
42,fashion_html/zara-0049.html,100,100,100,100,100,100
42,fashion_html/flannels-0342.html,100,100,0,100,100,0
42,fashion_html/hm-0584.html,100,100,100,100,100,100
42,fashion_html/24s-0628.html,100,100,100,100,100,100
42,fashion_html/zara-0240.html,100,100,100,100,100,100
42,fashion_html/zara-1046.html,100,100,100,100,0,0
42,fashion_html/hm-0313.html,100,100,100,100,100,100
42,fashion_html/24s-1788.html,100,100,100,100,100,100
42,fashion_html/zara-1689.html,100,100,100,100,0,0
42,fashion_html/farfetch-2084.html,100,100,100,100,100,100
42,fashion_html/24s-0643.html,100,100,100,100,100,100
42,fashion_html/flannels-0666.html,100,100,0,100,100,0
42,fashion_html/farfetch-1019.html,100,100,100,0,100,0
42,fashion_html/24s-0610.html,100,100,100,100,100,100
42,fashion_html/flannels-0164.html,100,100,100,100,100,100
42,fashion_html/hm-0384.html,100,0,100,100,0,0
42,fashion_html/flannels-1439.html,100,100,100,100,100,100
42,fashion_html/flannels-1181.html,100,100,0,100,100,0
42,fashion_html/24s-1046.html,100,100,100,100,100,100
42,fashion_html/zara-0191.html,100,100,100,100,100,100
42,fashion_html/flannels-1858.html,100,100,100,100,100,100
42,fashion_html/24s-0881.html,100,100,100,100,100,100
42,fashion_html/flannels-0770.html,100,100,0,100,100,0
42,fashion_html/flannels-0171.html,100,100,0,100,100,0
42,fashion_html/flannels-1228.html,100,100,100,100,100,100
42,fashion_html/farfetch-0857.html,100,100,100,100,100,100
42,fashion_html/flannels-2012.html,100,100,0,100,100,0
42,fashion_html/zara-1824.html,100,100,100,100,0,0
42,fashion_html/24s-0758.html,100,100,100,100,100,100
42,fashion_html/24s-0975.html,100,100,100,100,100,100
42,fashion_html/flannels-1020.html,100,100,0,100,100,0
42,fashion_html/farfetch-0157.html,100,100,100,100,100,100
42,fashion_html/zara-1817.html,100,100,100,100,0,0
42,fashion_html/24s-0878.html,100,100,100,100,100,100
42,fashion_html/flannels-1052.html,100,100,0,100,100,0
42,fashion_html/hm-1501.html,100,100,100,100,100,100
42,fashion_html/zara-0173.html,100,100,100,100,100,100
42,fashion_html/flannels-1984.html,100,100,100,100,100,100
42,fashion_html/zara-0107.html,100,100,100,100,100,100
42,fashion_html/hm-1626.html,100,100,100,100,100,100
42,fashion_html/zara-0818.html,100,100,100,100,0,0
42,fashion_html/flannels-0628.html,100,100,100,100,100,100
42,fashion_html/24s-0788.html,100,100,100,100,100,100
42,fashion_html/zara-0326.html,100,100,100,100,0,0
42,fashion_html/flannels-2014.html,100,100,0,100,100,0
42,fashion_html/zara-0059.html,100,100,100,100,100,100
42,fashion_html/zara-0657.html,100,100,100,100,0,0
42,fashion_html/zara-0148.html,100,100,100,100,0,0
42,fashion_html/zara-1155.html,100,100,100,100,100,100
42,fashion_html/24s-1168.html,100,100,100,100,100,100
42,fashion_html/24s-1978.html,100,100,100,100,100,100
42,fashion_html/hm-1153.html,100,100,0,100,0,0
42,fashion_html/24s-0082.html,100,100,0,100,100,0
42,fashion_html/flannels-0518.html,100,100,0,100,100,0
42,fashion_html/24s-1216.html,100,100,100,100,100,100
42,fashion_html/hm-0571.html,100,100,100,100,0,0
42,fashion_html/farfetch-0583.html,100,100,100,100,0,0
42,fashion_html/24s-2222.html,100,100,100,100,100,100
42,fashion_html/24s-0504.html,100,100,100,100,100,100
42,fashion_html/farfetch-0387.html,100,100,100,100,100,100
42,fashion_html/hm-0400.html,100,100,100,100,0,0
42,fashion_html/24s-2203.html,100,100,100,100,100,100
42,fashion_html/24s-0024.html,100,100,100,100,100,100
42,fashion_html/zara-1209.html,100,100,100,100,100,100
42,fashion_html/zara-2051.html,100,100,100,100,0,0
42,fashion_html/hm-2026.html,100,100,0,100,0,0
42,fashion_html/flannels-2172.html,100,100,0,100,100,0
42,fashion_html/flannels-0318.html,100,100,100,100,100,100
42,fashion_html/farfetch-0506.html,100,100,100,100,100,100
42,fashion_html/24s-1847.html,100,100,100,100,100,100
42,fashion_html/farfetch-0283.html,100,100,100,100,100,100
42,fashion_html/zara-1523.html,100,100,100,100,0,0
42,fashion_html/flannels-0785.html,100,100,100,100,100,100
42,fashion_html/hm-1586.html,100,100,100,100,100,100
42,fashion_html/hm-1820.html,100,100,100,100,0,0
42,fashion_html/24s-0352.html,100,100,100,100,100,100
42,fashion_html/farfetch-1284.html,100,100,100,100,100,100
42,fashion_html/flannels-0821.html,100,100,0,100,100,0
42,fashion_html/farfetch-1595.html,100,100,100,100,100,100
42,fashion_html/hm-0807.html,100,100,100,100,100,100
42,fashion_html/flannels-1393.html,100,100,0,100,100,0
42,fashion_html/farfetch-0532.html,100,100,100,100,100,100
42,fashion_html/hm-0951.html,100,0,100,100,100,0
42,fashion_html/hm-0380.html,100,0,100,100,100,0
42,fashion_html/farfetch-0295.html,100,100,100,100,100,100
42,fashion_html/zara-0939.html,100,100,100,100,100,100
42,fashion_html/24s-0729.html,100,100,100,100,100,100
42,fashion_html/farfetch-0342.html,100,100,100,100,100,100
42,fashion_html/24s-0517.html,100,100,100,100,100,100
42,fashion_html/farfetch-0148.html,100,100,100,100,100,100
42,fashion_html/farfetch-1690.html,100,100,100,100,100,100
42,fashion_html/hm-0211.html,100,100,100,100,100,100
42,fashion_html/zara-2016.html,100,100,100,100,0,0
42,fashion_html/farfetch-1781.html,100,100,100,100,0,0
42,fashion_html/hm-0537.html,100,100,100,100,0,0
42,fashion_html/zara-1056.html,100,100,100,100,0,0
42,fashion_html/farfetch-0874.html,100,100,100,100,100,100
42,fashion_html/flannels-1605.html,100,100,0,100,100,0
42,fashion_html/farfetch-0177.html,100,100,100,100,100,100
42,fashion_html/farfetch-1938.html,100,100,100,100,100,100
42,fashion_html/24s-2176.html,100,100,100,100,100,100
42,fashion_html/hm-0198.html,100,100,100,100,100,100
42,fashion_html/farfetch-0301.html,100,100,100,100,100,100
42,fashion_html/farfetch-0006.html,100,100,100,100,100,100
42,fashion_html/24s-0429.html,100,100,100,100,100,100
42,fashion_html/flannels-1847.html,100,100,100,100,100,100
42,fashion_html/farfetch-1133.html,100,100,100,100,100,100
42,fashion_html/farfetch-0066.html,100,100,100,100,100,100
42,fashion_html/zara-1366.html,100,100,100,100,0,0
42,fashion_html/farfetch-1344.html,100,100,100,100,0,0
42,fashion_html/farfetch-1673.html,100,100,100,100,100,100
42,fashion_html/24s-0685.html,100,100,100,100,100,100
42,fashion_html/zara-0618.html,100,100,100,100,0,0
42,fashion_html/zara-0359.html,100,100,100,100,0,0
42,fashion_html/hm-0086.html,100,100,100,100,100,100
42,fashion_html/farfetch-0294.html,100,100,100,100,100,100
42,fashion_html/24s-0601.html,100,100,100,100,100,100
42,fashion_html/24s-0853.html,100,100,100,100,100,100
42,fashion_html/24s-0076.html,100,100,100,100,100,100
42,fashion_html/zara-1976.html,100,100,100,100,100,100
42,fashion_html/farfetch-0482.html,100,100,100,100,100,100
42,fashion_html/flannels-1990.html,100,100,0,100,100,0
42,fashion_html/hm-0747.html,100,100,100,100,100,100
42,fashion_html/zara-1579.html,100,100,100,100,100,100
42,fashion_html/farfetch-0694.html,100,100,100,100,100,100
42,fashion_html/hm-0123.html,100,100,100,100,100,100
42,fashion_html/hm-1164.html,100,100,0,100,0,0
42,fashion_html/hm-0801.html,100,100,100,100,100,100
42,fashion_html/flannels-0355.html,100,100,0,100,100,0
42,fashion_html/zara-2081.html,100,100,100,100,0,0
42,fashion_html/flannels-0321.html,100,100,0,100,100,0
42,fashion_html/24s-0064.html,100,100,100,100,100,100
42,fashion_html/24s-2090.html,100,100,100,100,100,100
42,fashion_html/zara-0674.html,100,100,100,100,0,0
42,fashion_html/hm-1957.html,100,100,0,100,0,0
42,fashion_html/zara-1065.html,100,100,100,100,100,100
42,fashion_html/hm-0278.html,100,0,100,100,100,0
42,fashion_html/24s-1921.html,100,100,100,100,100,100
42,fashion_html/hm-1198.html,100,100,0,100,0,0
42,fashion_html/zara-0244.html,100,100,100,100,0,0
42,fashion_html/farfetch-0037.html,100,100,100,100,100,100
42,fashion_html/farfetch-1328.html,100,100,100,100,100,100
42,fashion_html/farfetch-1203.html,100,100,100,100,100,100
42,fashion_html/flannels-0223.html,100,100,100,100,100,100
42,fashion_html/24s-2141.html,100,100,100,100,100,100
42,fashion_html/zara-1278.html,100,100,100,100,100,100
42,fashion_html/flannels-1241.html,100,100,0,100,100,0
42,fashion_html/24s-1434.html,100,100,100,100,100,100
42,fashion_html/hm-1893.html,100,100,100,100,0,0
42,fashion_html/farfetch-2049.html,100,100,100,100,100,100
42,fashion_html/zara-1869.html,100,100,100,100,100,100
42,fashion_html/flannels-1497.html,100,100,100,100,100,100
42,fashion_html/farfetch-0285.html,100,100,100,100,100,100
42,fashion_html/farfetch-0815.html,100,100,100,100,100,100
42,fashion_html/flannels-1498.html,100,100,100,100,100,100
42,fashion_html/zara-0069.html,100,100,100,100,100,100
42,fashion_html/flannels-1604.html,100,100,0,100,100,0
42,fashion_html/zara-1322.html,100,100,100,100,100,100
42,fashion_html/24s-1569.html,100,100,100,100,100,100
42,fashion_html/flannels-1688.html,100,100,0,100,100,0
42,fashion_html/farfetch-0965.html,100,100,100,100,0,0
42,fashion_html/zara-1098.html,100,100,100,100,100,100
42,fashion_html/zara-1884.html,100,100,100,100,100,100
42,fashion_html/hm-1510.html,100,100,100,100,100,100
42,fashion_html/hm-1461.html,100,100,100,100,100,100
42,fashion_html/farfetch-1005.html,100,100,100,100,100,100
42,fashion_html/24s-2165.html,100,100,100,100,100,100
42,fashion_html/24s-2015.html,100,100,100,100,100,100
42,fashion_html/flannels-0850.html,100,100,100,100,100,100
42,fashion_html/hm-1584.html,100,100,100,100,100,100
42,fashion_html/hm-1503.html,100,100,100,100,100,100
42,fashion_html/24s-1081.html,100,100,100,100,100,100
42,fashion_html/24s-0739.html,100,100,100,100,100,100
42,fashion_html/farfetch-1755.html,100,100,100,100,0,0
42,fashion_html/flannels-1133.html,100,100,0,100,100,0
42,fashion_html/farfetch-0638.html,100,100,100,100,100,100
42,fashion_html/24s-0883.html,100,100,100,100,100,100
42,fashion_html/flannels-0334.html,100,100,0,100,100,0
42,fashion_html/flannels-1756.html,100,100,0,100,100,0
42,fashion_html/zara-1232.html,100,100,100,100,100,100
42,fashion_html/24s-1072.html,100,100,100,100,100,100
42,fashion_html/farfetch-1270.html,100,100,100,0,100,0
42,fashion_html/zara-1798.html,100,100,100,100,100,100
42,fashion_html/flannels-1397.html,100,100,100,100,100,100
42,fashion_html/zara-0265.html,100,100,100,100,100,100
42,fashion_html/flannels-1577.html,100,100,100,100,100,100
42,fashion_html/zara-1589.html,100,100,100,100,100,100
42,fashion_html/farfetch-0681.html,100,100,100,100,100,100
42,fashion_html/zara-1311.html,100,100,100,100,0,0
42,fashion_html/farfetch-1599.html,100,100,100,100,0,0
42,fashion_html/flannels-0055.html,100,100,0,100,100,0
42,fashion_html/farfetch-1146.html,100,100,100,100,100,100
42,fashion_html/zara-0948.html,100,100,100,100,100,100
42,fashion_html/zara-1457.html,100,100,100,100,0,0
42,fashion_html/24s-1907.html,100,100,100,100,100,100
42,fashion_html/24s-0133.html,100,100,100,100,100,100
42,fashion_html/24s-2173.html,100,100,100,100,100,100
42,fashion_html/hm-0069.html,100,100,100,100,100,100
42,fashion_html/24s-0836.html,100,100,100,100,100,100
42,fashion_html/hm-1774.html,100,100,100,100,0,0
42,fashion_html/flannels-0538.html,100,100,0,100,100,0
