seed,file,name_presence,duration_presence,stops_presence,price_presence,departure_time_presence,arrival_time_presence,airline_presence,all7_presence
43,flights_html/tripadvisor-0744.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-0054.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-1553.html,0,100,100,100,100,100,100,0
43,flights_html/farecompare-2179.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1414.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-0311.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0391.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0367.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-1987.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0852.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1896.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0042.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0449.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-1444.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-1017.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0709.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-2030.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1286.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1755.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0448.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0491.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0632.html,0,100,100,100,100,100,100,0
43,flights_html/tripadvisor-0926.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-1275.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-1118.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-1998.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-1675.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0596.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0462.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-0071.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0136.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-0004.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-0319.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0846.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0194.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0659.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-0260.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0905.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-0891.html,100,100,100,100,100,0,100,0
43,flights_html/kayak-0645.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0947.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1639.html,100,100,100,100,100,100,100,100
43,flights_html/tripadvisor-0621.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-0670.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-2392.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1377.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-0157.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-0771.html,100,100,100,100,100,0,100,0
43,flights_html/tripadvisor-0312.html,100,100,100,100,100,100,100,100
43,flights_html/cheapair-1191.html,100,100,100,100,100,0,100,0
43,flights_html/gotogate-1549.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-1599.html,100,100,100,100,100,100,100,100
43,flights_html/gotogate-1390.html,100,100,100,100,100,100,100,100
43,flights_html/farecompare-1363.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-1429.html,100,100,100,100,100,0,100,0
43,flights_html/farecompare-2271.html,100,100,100,100,100,100,100,100
43,flights_html/kayak-0909.html,100,100,100,100,100,0,100,0
