seed,file,name_presence,location_presence,price_presence,rating_presence,amenities_presence,all5_presence
43,hotels_html/trip-1564.html,100,100,100,100,100,100
43,hotels_html/trip-2071.html,100,100,0,100,100,0
43,hotels_html/booking-1565.html,100,100,0,100,100,0
43,hotels_html/trip-0362.html,100,100,100,100,100,100
43,hotels_html/trip-0274.html,100,100,100,100,100,100
43,hotels_html/agoda-0945.html,100,100,0,100,100,0
43,hotels_html/agoda-1160.html,100,100,0,100,100,0
43,hotels_html/kayak-1880.html,100,100,0,100,100,0
43,hotels_html/agoda-0972.html,100,100,100,100,100,100
43,hotels_html/booking-0010.html,100,100,0,100,100,0
43,hotels_html/hotel-2056.html,100,100,100,100,100,100
43,hotels_html/agoda-1022.html,100,100,0,100,100,0
43,hotels_html/trip-1376.html,100,100,100,100,100,100
43,hotels_html/trip-1017.html,100,100,100,100,100,100
43,hotels_html/booking-1495.html,100,100,0,100,100,0
43,hotels_html/booking-1447.html,100,100,0,100,100,0
43,hotels_html/agoda-0678.html,100,100,0,100,100,0
43,hotels_html/kayak-0775.html,100,100,0,100,100,0
43,hotels_html/trip-1174.html,100,100,100,100,100,100
43,hotels_html/booking-0394.html,100,100,0,100,100,0
43,hotels_html/kayak-1825.html,100,100,0,100,100,0
43,hotels_html/hotel-0104.html,100,100,100,100,100,100
43,hotels_html/kayak-0785.html,100,100,0,0,100,0
43,hotels_html/trip-0106.html,100,100,100,100,100,100
43,hotels_html/trip-2076.html,100,100,100,100,100,100
43,hotels_html/hotel-1970.html,100,100,100,0,100,0
43,hotels_html/booking-0517.html,100,100,0,100,100,0
43,hotels_html/trip-0266.html,100,100,100,100,100,100
43,hotels_html/agoda-0878.html,100,100,100,100,100,100
43,hotels_html/agoda-1170.html,100,100,100,100,100,100
43,hotels_html/agoda-0904.html,100,100,0,100,100,0
43,hotels_html/booking-1638.html,100,100,0,100,100,0
43,hotels_html/booking-0160.html,100,100,0,100,100,0
43,hotels_html/hotel-0452.html,100,100,100,100,100,100
43,hotels_html/booking-1261.html,100,100,0,100,100,0
43,hotels_html/hotel-0771.html,100,100,100,100,100,100
43,hotels_html/hotel-1152.html,100,100,100,100,100,100
43,hotels_html/trip-1110.html,100,100,100,100,100,100
43,hotels_html/trip-0666.html,100,100,100,100,100,100
43,hotels_html/booking-1211.html,100,100,0,100,100,0
43,hotels_html/agoda-0270.html,100,100,100,100,100,100
43,hotels_html/trip-0620.html,100,100,100,100,100,100
43,hotels_html/trip-1554.html,100,100,100,100,100,100
43,hotels_html/kayak-0538.html,100,100,100,100,100,100
43,hotels_html/kayak-1669.html,100,100,0,100,100,0
43,hotels_html/booking-1965.html,100,100,0,100,100,0
43,hotels_html/booking-0355.html,100,100,0,100,100,0
43,hotels_html/booking-0275.html,100,100,0,100,100,0
43,hotels_html/kayak-0819.html,100,100,0,100,100,0
43,hotels_html/kayak-0183.html,100,100,0,100,100,0
43,hotels_html/kayak-0052.html,100,100,0,100,100,0
43,hotels_html/kayak-1793.html,100,100,100,100,100,100
43,hotels_html/booking-1647.html,100,100,0,100,100,0
43,hotels_html/trip-2110.html,100,100,0,100,100,0
43,hotels_html/hotel-0497.html,100,100,100,100,100,100
43,hotels_html/booking-0826.html,100,100,0,100,100,0
43,hotels_html/hotel-0710.html,100,100,100,100,100,100
43,hotels_html/agoda-0943.html,100,100,100,100,100,100
43,hotels_html/trip-0590.html,100,100,100,100,100,100
43,hotels_html/booking-1693.html,100,100,0,100,100,0
43,hotels_html/booking-1196.html,100,100,0,100,100,0
43,hotels_html/booking-0368.html,100,100,0,100,100,0
43,hotels_html/hotel-1880.html,100,100,100,100,100,100
43,hotels_html/trip-1253.html,100,100,100,100,100,100
43,hotels_html/kayak-0688.html,100,100,100,100,100,100
43,hotels_html/kayak-1055.html,100,100,0,100,0,0
43,hotels_html/trip-0348.html,100,100,100,100,100,100
43,hotels_html/kayak-0147.html,100,100,0,100,100,0
43,hotels_html/kayak-0202.html,100,100,0,100,100,0
43,hotels_html/agoda-0368.html,100,100,100,100,100,100
43,hotels_html/hotel-1485.html,100,100,100,100,100,100
43,hotels_html/trip-1492.html,100,100,100,100,100,100
43,hotels_html/booking-1795.html,100,100,0,100,100,0
43,hotels_html/hotel-1443.html,100,100,100,0,100,0
43,hotels_html/hotel-0560.html,100,100,100,100,100,100
43,hotels_html/booking-0666.html,100,100,0,100,100,0
43,hotels_html/trip-0331.html,100,100,100,100,100,100
43,hotels_html/agoda-0967.html,100,100,0,100,100,0
43,hotels_html/kayak-1621.html,100,100,0,100,100,0
43,hotels_html/booking-1090.html,100,100,0,100,100,0
43,hotels_html/booking-0347.html,100,100,0,100,100,0
43,hotels_html/kayak-0366.html,100,100,0,100,100,0
