seed,file,name_presence,location_presence,price_presence,rating_presence,amenities_presence,all5_presence
44,hotels_html/agoda-0663.html,100,100,0,100,100,0
44,hotels_html/trip-0872.html,100,100,0,100,100,0
44,hotels_html/hotel-0818.html,100,100,100,100,100,100
44,hotels_html/kayak-0068.html,100,100,0,100,100,0
44,hotels_html/booking-2065.html,100,100,0,100,100,0
44,hotels_html/trip-0821.html,100,100,100,100,100,100
44,hotels_html/agoda-0253.html,100,100,100,100,100,100
44,hotels_html/kayak-0864.html,100,100,0,100,100,0
44,hotels_html/trip-0108.html,100,100,100,100,100,100
44,hotels_html/kayak-1915.html,100,100,0,100,100,0
44,hotels_html/kayak-1656.html,100,100,0,100,100,0
44,hotels_html/kayak-1967.html,100,100,0,100,100,0
44,hotels_html/agoda-1994.html,100,100,0,100,100,0
44,hotels_html/booking-0252.html,100,100,0,100,100,0
44,hotels_html/hotel-1116.html,100,100,100,100,100,100
44,hotels_html/kayak-1027.html,100,100,0,100,100,0
44,hotels_html/hotel-0346.html,100,100,100,100,100,100
44,hotels_html/kayak-1540.html,100,100,0,100,100,0
44,hotels_html/hotel-0685.html,100,100,100,100,100,100
44,hotels_html/booking-0697.html,100,100,0,100,100,0
44,hotels_html/hotel-0570.html,100,100,100,100,100,100
44,hotels_html/booking-1635.html,100,100,0,100,100,0
44,hotels_html/hotel-1057.html,100,100,0,100,100,0
44,hotels_html/booking-2087.html,100,100,0,100,100,0
44,hotels_html/agoda-1015.html,100,100,100,100,100,100
44,hotels_html/agoda-1998.html,100,100,100,100,100,100
44,hotels_html/agoda-1886.html,100,100,0,100,100,0
44,hotels_html/hotel-1690.html,100,100,100,0,100,0
44,hotels_html/trip-1716.html,100,100,100,100,100,100
44,hotels_html/trip-1383.html,100,100,100,100,100,100
44,hotels_html/booking-0487.html,100,100,0,100,100,0
44,hotels_html/trip-0922.html,100,100,100,100,100,100
44,hotels_html/booking-0319.html,100,100,0,100,100,0
44,hotels_html/trip-0725.html,100,100,100,100,100,100
44,hotels_html/kayak-0481.html,100,100,100,100,100,100
44,hotels_html/agoda-0432.html,100,100,100,100,100,100
44,hotels_html/trip-0246.html,100,100,100,100,100,100
44,hotels_html/trip-1734.html,100,100,0,100,100,0
44,hotels_html/agoda-0645.html,100,100,100,100,100,100
44,hotels_html/kayak-0273.html,100,100,100,100,100,100
44,hotels_html/hotel-1110.html,100,100,100,100,100,100
44,hotels_html/agoda-0853.html,100,100,100,100,100,100
44,hotels_html/kayak-1261.html,100,100,100,100,100,100
44,hotels_html/trip-0572.html,100,100,100,100,100,100
